时间,XX进口压力,XX出口压力,XX进口温度,XX出口温度,XX过滤器压差1号,XX过滤器压差2号,XX天然气泄漏浓度1号,XX天然气泄漏浓度2号,XX1号流量计温度,XX1号流量计压力,XX1号流量计工况瞬时流量,XX1号流量计标况瞬时流量,XX1号流量计工况累计流量,XX1号流量计标况累计流量,XX2号流量计温度,XX2号流量计压力,XX2号流量计工况瞬时流量,XX2号流量计标况瞬时流量,XX2号流量计工况累计流量,XX2号流量计标况累计流量
2023-04-0806:41:41,3.36,218.97,16.58,0.76,18.95,18.44,0,0,8.7,305.77,0,0,64671340,133277752,0.79,320.63,1800,6138.1,77883152,257157920
2023-04-0806:46:37,3.36,220.1,16.57,0.8,17.73,17.23,0,0,8.71,305.81,0,0,64671340,133277752,0.82,321.78,1719.3,5883.3,77883288,257158400
2023-04-0806:51:38,3.36,221.11,16.56,0.8,16.21,15.69,0,0.1,8.72,305.81,0,0,64671340,133277752,0.83,322.85,1734.9,5956.36,77883440,257158912
2023-04-0806:56:39,3.36,220.95,16.57,0.83,16.91,16.39,0,0.04,8.76,305.82,0,0,64671340,133277752,0.85,322.6,1704.1,5845.55,77883584,257159392
2023-04-0807:01:41,3.35,219.21,16.56,0.84,18.06,17.54,0,0,8.78,305.86,0,0,64671340,133277752,0.86,320.94,1740.1,5938.19,77883720,257159872
2023-04-0807:06:42,3.35,219.21,16.56,0.87,18.24,17.72,0,0,8.82,305.87,0,0,64671340,133277752,0.9,320.94,1756,5991.57,77883856,257160352
2023-04-0807:11:38,3.34,219.34,16.54,0.89,19.54,19.02,0,0.09,8.87,305.91,0,0,64671340,133277752,0.9,321.06,1858,6341.63,77884008,257160864
2023-04-0807:16:39,3.33,218.51,16.53,0.93,20.42,19.92,0,0,8.89,305.94,0,0,64671340,133277752,0.94,320.3,1894.7,6450.48,77884168,257161408
2023-04-0807:21:40,3.32,219.28,16.54,0.95,21.62,21.13,0,0.14,8.95,306.02,0,0,64671340,133277752,0.98,320.81,1993,6794.99,77884336,257161984
2023-04-0807:26:52,3.32,218.88,16.54,0.99,21.63,21.14,0,0.02,9,306.06,0,0,64671340,133277752,1.01,320.77,1972.5,6723.52,77884488,257162496
2023-04-0807:31:44,3.31,219.95,16.55,1.06,21.16,20.65,0,0.04,9.04,306.11,0,0,64671340,133277752,1.07,321.58,1965.8,6716.01,77884656,257163072
2023-04-0807:36:38,3.3,219.79,16.54,1.1,20.34,19.84,0,0,9.14,306.17,0,0,64671340,133277752,1.14,321.81,1876.2,6413,77884816,257163632
2023-04-0807:41:40,3.29,220.04,16.54,1.15,20.95,20.47,0,0.04,9.19,306.22,0,0,64671340,133277752,1.16,321.79,1945.9,6650.44,77884976,257164176
2023-04-0807:46:41,3.28,218.57,16.54,1.18,21.67,21.19,0,0.01,9.25,306.36,0,0,64671340,133277752,1.21,320.26,1952.5,6639.96,77885136,257164720
2023-04-0807:51:42,3.27,220.13,16.53,1.26,20.89,20.38,0,0,9.3,306.48,0,0,64671340,133277752,1.28,321.98,1926.3,6584.24,77885312,257165296
2023-04-0807:56:38,3.26,220.8,16.51,1.3,22.33,21.86,0,0.02,9.44,306.61,0,0,64671340,133277752,1.31,321.69,2149.2,7338.67,77885472,257165840
2023-04-0808:01:39,3.25,218.45,16.52,1.37,22.08,21.61,0,0.08,9.54,306.68,0,0,64671340,133277752,1.38,320.35,1846.1,6275.96,77885632,257166384
2023-04-0808:06:40,3.25,219.06,16.51,1.38,24.2,23.75,0,0,9.7,306.85,0,0,64671340,133277752,1.41,320.68,2133.3,7258.53,77885808,257166992
2023-04-0808:11:41,3.24,217.69,16.53,1.41,27,26.58,0,0.02,9.88,307.03,0,0,64671340,133277752,1.45,320.06,2267.7,7699.77,77885992,257167616
2023-04-0808:16:38,3.25,220.68,16.56,1.45,22.74,22.27,0,0,9.97,307.2,0,0,64671340,133277752,1.5,322.43,2021,6912.28,77886176,257168256
2023-04-0808:21:39,3.25,218.76,16.57,1.47,25.14,24.71,0,0,10.18,307.4,0,0,64671340,133277752,1.53,320.77,2141.2,7284.81,77886360,257168864
2023-04-0808:26:40,3.25,217.17,16.57,1.45,30.05,29.65,0,0,10.35,307.58,0,0,64671340,133277752,1.5,318.91,2493.5,8434.38,77886552,257169520
2023-04-0808:31:41,3.25,217.81,16.58,1.46,30.3,29.9,0,0,10.51,307.72,0,0,64671340,133277752,1.49,319.53,2504.3,8487.72,77886760,257170224
2023-04-0808:36:37,3.25,217.99,16.6,1.51,27.66,27.24,0,0,10.72,307.95,0,0,64671340,133277752,1.56,319.8,2322.5,7876.29,77886960,257170912
2023-04-0808:41:38,3.25,218.67,16.6,1.53,26.79,26.37,0,0,10.93,308.1,0,0,64671340,133277752,1.58,320.75,2249.9,7652.2,77887136,257171520
2023-04-0808:46:40,3.24,218.09,16.6,1.53,29.04,28.64,0,0.04,11.07,308.31,0,0,64671340,133277752,1.57,319.91,2420.1,8209.82,77887344,257172192
2023-04-0808:51:41,3.24,217.99,16.61,1.55,28.98,28.58,0,0,11.25,308.49,0,0,64671340,133277752,1.59,319.86,2420.1,8207.81,77887552,257172912
2023-04-0808:56:42,3.25,217.81,16.61,1.55,28.37,27.96,0,0,11.44,308.71,0,0,64671340,133277752,1.61,319.71,2370.3,8034.65,77887744,257173552
2023-04-0809:01:38,3.25,217.51,16.63,1.61,26.15,25.72,0,0,11.62,308.89,0,0,64671340,133277752,1.65,319.47,2173.5,7360.92,77887928,257174192
2023-04-0809:06:39,3.24,219.58,16.63,1.57,27.26,26.85,0,0,11.77,309.03,0,0,64671340,133277752,1.62,321.27,2351,8007.57,77888128,257174880
2023-04-0809:11:41,3.24,217.69,16.63,1.58,29.06,28.65,0,0.06,11.94,309.21,0,0,64671340,133277752,1.63,319.33,2430.3,8227.46,77888320,257175520
2023-04-0809:16:42,3.25,219.06,16.65,1.6,27.78,27.36,0,0.05,12.09,309.33,0,0,64671340,133277752,1.64,320.74,2351,7993.77,77888512,257176160
2023-04-0809:21:38,3.25,218.24,16.65,1.6,28.07,27.67,0,0.14,12.24,309.53,0,0,64671340,133277752,1.65,319.93,2341.4,7940.88,77888712,257176848
2023-04-0809:26:50,3.25,218.06,16.65,1.6,28.39,27.99,0,0.14,12.36,309.68,0,0,64671340,133277752,1.65,319.68,2370.3,8032.47,77888888,257177456
2023-04-0809:31:46,3.25,220.19,16.65,1.62,23.87,23.43,0,0,12.56,309.83,0,0,64671340,133277752,1.66,322.07,2109.8,7202.94,77889080,257178096
2023-04-0809:36:41,3.25,218.85,16.65,1.63,25.79,25.36,0,0.02,12.67,309.97,0,0,64671340,133277752,1.68,320.77,2223.9,7561.37,77889272,257178752
2023-04-0809:41:38,3.25,220.53,16.65,1.66,19.54,19.03,0,0.04,12.84,310.14,0,0,64671340,133277752,1.71,322.65,1858,6354.17,77889440,257179328
2023-04-0809:46:38,3.25,219.31,16.66,1.67,23.82,23.37,0,0.01,12.93,310.25,0,0,64671340,133277752,1.75,321.12,2109.8,7179.35,77889600,257179872
2023-04-0809:51:40,3.25,221.17,16.68,1.7,14.58,14.03,0,0,13.07,310.45,0,0,64671340,133277752,1.81,323.26,1503.9,5150.87,77889768,257180448
2023-04-0809:56:41,3.25,218.39,16.68,1.72,22.4,21.93,0,0,13.23,310.62,0,0,64671340,133277752,1.8,320.19,1939.3,6578.76,77889920,257180960
2023-04-0810:01:42,3.25,220.5,16.68,1.72,19.38,18.89,0,0.03,13.39,310.69,0,0,64671340,133277752,1.81,322.27,1932.8,6599.12,77890080,257181504
2023-04-0810:06:39,3.25,219.89,16.67,1.74,20.8,20.33,0,0,13.5,310.87,0,0,64671340,133277752,1.8,321.94,1913.6,6527.15,77890240,257182048
2023-04-0810:11:39,3.25,219.79,16.68,1.73,20.9,20.43,0,0,13.66,310.97,0,0,64671340,133277752,1.82,321.61,1926.3,6563.27,77890400,257182592
2023-04-0810:16:41,3.25,219.37,16.68,1.72,20.04,19.56,0,0.06,13.77,311.16,0,0,64671340,133277752,1.82,321.27,1817,6184.19,77890560,257183136
2023-04-0810:21:42,3.25,219.21,16.68,1.74,21.77,21.3,0,0,13.91,311.28,0,0,64671340,133277752,1.81,320.9,1959.1,6660.47,77890720,257183680
2023-04-0810:26:48,3.25,219.43,16.68,1.75,21.99,21.52,0,0,14,311.44,0,0,64671340,133277752,1.82,321.48,2006.9,6835.18,77890872,257184192
2023-04-0810:31:45,3.25,217.69,16.7,1.81,23.2,22.75,0,0.02,14.16,311.58,0,0,64671340,133277752,1.89,319.27,2049.8,6931.43,77891032,257184736
2023-04-0810:36:40,3.25,218.39,16.67,1.79,22.85,22.39,0,0,14.25,311.71,0,0,64671340,133277752,1.87,320.32,2042.5,6929.79,77891200,257185312
2023-04-0810:41:41,3.25,218.57,16.69,1.8,21.68,21.2,0,0.13,14.4,311.85,0,0,64671340,133277752,1.88,320.9,1913.6,6504.05,77891368,257185888
2023-04-0810:46:37,3.25,217.23,16.7,1.84,24.01,23.58,0,0,14.49,311.97,0,0,64671340,133277752,1.93,318.98,2057.1,6948.73,77891520,257186400
2023-04-0810:51:38,3.25,219.98,16.68,1.83,21.07,20.62,0,0,14.64,312.08,0,0,64671340,133277752,1.9,321.67,1993,6789.63,77891688,257186976
2023-04-0810:56:40,3.25,218.42,16.7,1.86,22.41,21.94,0,0.02,14.78,312.25,0,0,64671340,133277752,1.95,320.37,2006.9,6808.18,77891848,257187520
2023-04-0811:01:41,3.25,218.91,16.7,1.88,21.77,21.29,0,0.03,14.87,312.38,0,0,64671340,133277752,1.98,320.83,1972.5,6700.28,77892008,257188064
2023-04-0811:06:42,3.24,218.09,16.68,1.88,23.55,23.11,0,0.02,14.99,312.52,0,0,64671340,133277752,1.99,319.95,2079.3,7043.52,77892176,257188640
2023-04-0811:11:38,3.24,218.27,16.7,1.91,23.26,22.8,0,0.2,15.09,312.62,0,0,64671340,133277752,1.99,320.1,2057.1,6971.49,77892352,257189216
2023-04-0811:16:39,3.24,218.24,16.7,1.93,22.17,21.71,0,0.1,15.21,312.74,0,0,64671340,133277752,2.01,320.15,1870.1,6338.38,77892520,257189792
2023-04-0811:21:41,3.24,218.97,16.7,1.93,21.59,21.11,0,0.07,15.32,312.84,0,0,64671340,133277752,2.02,320.72,1952.5,6629.14,77892680,257190336
2023-04-0811:26:52,3.25,220.65,16.71,1.95,19.73,19.25,0,0,15.43,312.87,0,0,64671340,133277752,2.05,321.81,1939.3,6606.1,77892832,257190848
2023-04-0811:31:44,3.25,219.21,16.75,2.05,15.99,15.48,0,0.05,15.49,313.06,0,0,64671340,133277752,2.15,321.58,1515.7,5157.69,77892976,257191360
2023-04-0811:36:39,3.24,216.87,16.7,1.95,26.29,25.88,0,0,15.59,313.14,0,0,64671340,133277752,2.04,318.76,2241.2,7561.94,77893152,257191936
2023-04-0811:41:40,3.24,219.58,16.71,1.97,21.84,21.38,0,0,15.69,313.26,0,0,64671340,133277752,2.07,321.59,1986.1,6760.54,77893328,257192544
2023-04-0811:46:42,3.24,219.06,16.72,1.98,23.01,22.55,0,0.08,15.75,313.36,0,0,64671340,133277752,2.06,320.9,2028.1,6888.86,77893488,257193088
2023-04-0811:51:37,3.24,217.38,16.72,1.96,25.23,24.82,0,0.02,15.85,313.46,0,0,64671340,133277752,2.04,319.16,2165.4,7315.99,77893672,257193696
2023-04-0811:56:39,3.25,217.75,16.74,2,22.29,21.82,0,0.06,15.93,313.53,0,0,64671340,133277752,2.1,319.86,1945.9,6587.18,77893832,257194240
2023-04-0812:01:40,3.25,219.03,16.72,2,21.25,20.77,0,0,15.98,313.63,0,0,64671340,133277752,2.07,320.94,1919.9,6521.78,77894000,257194816
2023-04-0812:06:41,3.25,218.27,16.73,2.01,21.99,21.53,0,0,16.1,313.71,0,0,64671340,133277752,2.08,320.15,1945.9,6593.68,77894160,257195360
2023-04-0812:11:42,3.25,218.73,16.74,2.02,21.39,20.92,0,0.16,16.16,313.79,0,0,64671340,133277752,2.11,320.66,1932.8,6559.05,77894320,257195904
2023-04-0812:16:38,3.25,219.12,16.74,2.01,21.2,20.73,0,0,16.22,313.85,0,0,64671340,133277752,2.11,320.81,1932.8,6562.03,77894480,257196448
2023-04-0812:21:39,3.25,218.67,16.73,2.01,21.05,20.57,0,0.02,16.31,313.96,0,0,64671340,133277752,2.11,320.57,1907.2,6470.32,77894632,257196960
2023-04-0812:26:52,3.25,220.25,16.74,2,18.46,17.97,0,0,16.37,314.01,0,0,64671340,133277752,2.1,322.11,1794.3,6116.66,77894784,257197472
2023-04-0812:31:49,3.26,218.57,16.73,2,21.02,20.54,0,0.02,16.42,314.1,0,0,64671340,133277752,2.08,320.41,1876.2,6362.58,77894952,257198048
2023-04-0812:36:38,3.26,218.21,16.73,2,21.74,21.26,0,0.02,16.46,314.16,0,0,64671340,133277752,2.06,320,1952.5,6613.5,77895112,257198592
2023-04-0812:41:39,3.26,218.15,16.74,1.98,21.98,21.52,0,0.09,16.53,314.2,0,0,64671340,133277752,2.05,319.84,1952.5,6610.36,77895272,257199136
2023-04-0812:46:40,3.26,218.54,16.74,1.98,21.67,21.21,0,0.1,16.59,314.28,0,0,64671340,133277752,2.06,320.26,1965.8,6663.88,77895432,257199680
2023-04-0812:51:42,3.26,219.73,16.72,1.98,20.94,20.45,0,0,16.69,314.38,0,0,64671340,133277752,2.06,321.25,1939.3,6594.29,77895592,257200208
2023-04-0812:56:38,3.26,218.39,16.72,1.98,21.58,21.1,0,0.02,16.72,314.48,0,0,64671340,133277752,2.07,320.13,1952.5,6615.9,77895752,257200752
2023-04-0813:01:39,3.26,219.64,16.72,1.97,21,20.52,0,0.04,16.79,314.53,0,0,64671340,133277752,2.05,321.14,1952.5,6637.17,77895912,257201296
2023-04-0813:06:40,3.26,219.83,16.73,1.98,20.24,19.77,0,0,16.86,314.6,0,0,64671340,133277752,2.06,321.43,1894.7,6446.3,77896064,257201808
2023-04-0813:11:41,3.26,219.98,16.72,1.97,19.9,19.4,0,0,16.91,314.65,0,0,64671340,133277752,2.05,321.59,1907.2,6492.37,77896224,257202352
2023-04-0813:16:37,3.26,219.15,16.74,1.99,20.01,19.51,0,0.11,16.96,314.73,0,0,64671340,133277752,2.07,320.86,1834.3,6229.59,77896384,257202896
2023-04-0813:21:38,3.26,218.76,16.74,1.98,19.77,19.28,0,0.04,17.02,314.84,0,0,64671340,133277752,2.07,320.81,1783.2,6055.01,77896544,257203440
2023-04-0813:26:51,3.26,218.76,16.74,1.97,20.17,19.68,0,0.02,17.1,314.89,0,0,64671340,133277752,2.08,320.59,1817,6165.35,77896680,257203920
2023-04-0813:31:48,3.27,219.89,16.74,1.98,18.28,17.78,0,0.08,17.19,314.92,0,0,64671340,133277752,2.1,321.81,1794.3,6111.11,77896848,257204496
2023-04-0813:36:42,3.27,219.21,16.74,1.98,18.51,18.03,0,0.06,17.26,314.99,0,0,64671340,133277752,2.1,321.47,1724.5,5867.05,77897008,257205040
2023-04-0813:41:38,3.27,220.19,16.74,1.95,18.52,18.03,0,0.05,17.27,315.09,0,0,64671340,133277752,2.05,321.76,1876.2,6390.13,77897168,257205584
2023-04-0813:46:39,3.27,220.1,16.74,1.97,18.64,18.16,0,0,17.35,315.14,0,0,64671340,133277752,2.06,321.63,1772.2,6033.29,77897320,257206096
2023-04-0813:51:40,3.27,219.58,16.74,1.95,20.81,20.33,0,0.01,17.41,315.17,0,0,64671340,133277752,2.05,321.27,1926.3,6550.71,77897480,257206624
2023-04-0813:56:42,3.27,219.76,16.74,1.95,19.85,19.36,0,0,17.46,315.2,0,0,64671340,133277752,2.04,321.67,1913.6,6515.88,77897640,257207168
2023-04-0814:01:38,3.27,219.61,16.74,1.94,20.82,20.34,0,0.04,17.49,315.27,0,0,64671340,133277752,2.02,321.27,1939.3,6595.63,77897800,257207712
2023-04-0814:06:39,3.27,219.67,16.73,1.94,20.44,19.97,0,0.13,17.54,315.31,0,0,64671340,133277752,2.04,321.25,1907.2,6485.41,77897960,257208256
2023-04-0814:11:40,3.27,218.42,16.73,1.94,21.18,20.71,0,0.12,17.57,315.39,0,0,64671340,133277752,2.01,320.15,1894.7,6421.63,77898120,257208800
2023-04-0814:16:42,3.27,217.75,16.74,1.94,22.02,21.55,0,0.08,17.62,315.44,0,0,64671340,133277752,2,319.44,1945.9,6580.72,77898280,257209344
2023-04-0814:21:37,3.27,217.99,16.74,1.93,21.53,21.07,0,0,17.68,315.51,0,0,64671340,133277752,2.04,319.77,1840.2,6228.78,77898440,257209888
2023-04-0814:26:50,3.27,219,16.74,1.94,21.32,20.86,0,0.05,17.71,315.52,0,0,64671340,133277752,2.01,320.61,1945.9,6604.57,77898592,257210400
2023-04-0814:31:47,3.27,218.27,16.74,1.91,21.98,21.51,0,0.08,17.75,315.59,0,0,64671340,133277752,1.99,319.97,1986.1,6728.07,77898760,257210976
2023-04-0814:36:41,3.27,219.46,16.73,1.92,21.44,20.97,0,0.05,17.81,315.66,0,0,64671340,133277752,1.99,321.06,1959.1,6659.33,77898928,257211552
2023-04-0814:41:42,3.26,217.44,16.7,1.85,27.45,27.06,0,0.08,17.84,315.69,0,0,64671340,133277752,1.93,319,2351,7941.56,77899104,257212128
2023-04-0814:46:39,3.26,217.48,16.72,1.83,25.58,25.17,0,0.17,17.86,315.71,0,0,64671340,133277752,1.9,319.24,2215.3,7490.19,77899280,257212736
2023-04-0814:51:39,3.26,219.67,16.71,1.8,26.28,25.87,0,0.06,17.9,315.72,0,0,64671340,133277752,1.87,321.06,2304,7835.53,77899480,257213408
2023-04-0814:56:41,3.26,219.76,16.73,1.85,24.71,24.28,0,0.02,17.94,315.74,0,0,64671340,133277752,1.9,321.5,2206.8,7514.37,77899672,257214064
2023-04-0815:01:42,3.26,217.63,16.73,1.85,27.53,27.13,0,0.06,17.98,315.81,0,0,64671340,133277752,1.93,319.29,2304,7790.58,77899848,257214672
2023-04-0815:06:38,3.26,218.3,16.73,1.8,28.63,28.22,0,0.04,17.99,315.84,0,0,64671340,133277752,1.83,319.9,2399.9,8133.14,77900064,257215376
2023-04-0815:11:40,3.26,217.05,16.73,1.77,29.25,28.87,0,0,18.02,315.84,0,0,64671340,133277752,1.82,318.67,2440.6,8239.7,77900256,257216048
2023-04-0815:16:40,3.26,216.53,16.71,1.72,31.04,30.67,0,0,18.03,315.86,0,0,64671340,133277752,1.77,318.1,2559.9,8628.06,77900464,257216736
2023-04-0815:21:41,3.25,217.63,16.71,1.73,30.45,30.07,0,0.1,18.05,315.88,0,0,64671340,133277752,1.78,319.18,2515.2,8505.82,77900680,257217472
2023-04-0815:26:49,3.25,218.21,16.75,1.77,29.97,29.58,0,0,18.05,315.88,0,0,64671340,133277752,1.8,319.75,2493.5,8446.78,77900872,257218112
2023-04-0815:31:46,3.25,217.75,16.74,1.76,29.86,29.48,0,0.02,18.03,315.84,0,0,64671340,133277752,1.81,319.35,2472,8363.12,77901088,257218864
2023-04-0815:36:40,3.26,217.69,16.76,1.81,25.41,24.98,0,0.03,18.03,315.84,0,0,64671340,133277752,1.86,319.42,2049.8,6935.66,77901288,257219536
2023-04-0815:41:41,3.25,217.6,16.74,1.78,29.74,29.37,0,0,17.99,315.83,0,0,64671340,133277752,1.78,319,2493.5,8427.6,77901488,257220208
2023-04-0815:46:37,3.25,218.39,16.74,1.75,29.31,28.94,0,0,18,315.79,0,0,64671340,133277752,1.78,319.64,2461.5,8336.14,77901688,257220896
2023-04-0815:51:39,3.27,219.61,16.8,1.96,14.4,13.88,0,0.07,17.93,315.74,0,0,64671340,133277752,2.05,321.39,1443.6,4911.24,77901832,257221360
2023-04-0815:56:40,3.27,219.21,16.8,1.97,17.25,16.74,0,0.1,17.9,315.69,0,0,64671340,133277752,2.02,320.64,1689.1,5733.7,77901960,257221808
2023-04-0816:01:41,3.26,218.6,16.75,1.85,24.87,24.43,0,0.03,17.85,315.66,0,0,64671340,133277752,1.87,320.24,2198.4,7456.57,77902112,257222320
2023-04-0816:06:42,3.26,216.1,16.72,1.73,29.9,29.51,0,0.08,17.78,315.57,0,0,64671340,133277752,1.75,317.59,2430.3,8178.68,77902312,257222992
2023-04-0816:11:38,3.25,217.48,16.72,1.7,30.89,30.51,0,0.03,17.69,315.46,0,0,64671340,133277752,1.69,318.87,2548.6,8613.22,77902528,257223728
2023-04-0816:16:40,3.25,217.2,16.7,1.68,30.89,30.53,0,0.03,17.57,315.32,0,0,64671340,133277752,1.66,318.65,2537.4,8570.57,77902728,257224416
2023-04-0816:21:41,3.25,217.35,16.72,1.66,30.66,30.28,0,0.05,17.49,315.24,0,0,64671340,133277752,1.66,318.82,2526.3,8537.5,77902952,257225152
2023-04-0816:26:53,3.25,217.84,16.71,1.65,30.43,30.08,0,0.05,17.43,315.15,0,0,64671340,133277752,1.64,319.38,2515.2,8515.68,77903136,257225792
2023-04-0816:31:45,3.25,218.76,16.71,1.68,28.3,27.91,0,0,17.31,315.07,0,0,64671340,133277752,1.66,320.35,2370.3,8048.85,77903360,257226544
2023-04-0816:36:39,3.25,218.51,16.72,1.68,28.49,28.1,0,0.02,17.22,314.95,0,0,64671340,133277752,1.68,319.99,2390,8105.9,77903560,257227216
2023-04-0816:41:40,3.25,218.45,16.71,1.69,28.68,28.29,0,0.02,17.08,314.85,0,0,64671340,133277752,1.68,319.82,2399.9,8135.27,77903760,257227904
2023-04-0816:46:41,3.25,218.57,16.71,1.69,28.17,27.79,0,0,16.98,314.75,0,0,64671340,133277752,1.68,320.19,2351,7978.63,77903960,257228576
2023-04-0816:51:37,3.24,217.69,16.7,1.67,30.31,29.94,0,0,16.85,314.6,0,0,64671340,133277752,1.65,319.18,2504.3,8473.14,77904168,257229280
2023-04-0816:56:39,3.24,217.48,16.7,1.66,30.3,29.92,0,0.09,16.74,314.5,0,0,64671340,133277752,1.66,319.04,2504.3,8468.96,77904368,257229968
2023-04-0817:01:40,3.24,217.48,16.71,1.67,30.31,29.95,0,0,16.69,314.37,0,0,64671340,133277752,1.65,318.98,2493.5,8431.29,77904576,257230672
2023-04-0817:06:41,3.24,217.63,16.7,1.68,30.21,29.84,0,0.03,16.54,314.23,0,0,64671340,133277752,1.65,319.04,2482.7,8396.21,77904792,257231392
2023-04-0817:11:42,3.24,217.81,16.7,1.66,30.27,29.9,0,0.01,16.44,314.13,0,0,64671340,133277752,1.64,319.33,2493.5,8440.77,77905000,257232096
2023-04-0817:16:38,3.24,218.09,16.7,1.67,30.05,29.66,0,0.05,16.37,314.05,0,0,64671340,133277752,1.66,319.66,2472,8376,77905200,257232768
2023-04-0817:21:39,3.24,217.81,16.68,1.68,30.16,29.79,0,0,16.27,313.95,0,0,64671340,133277752,1.66,319.33,2482.7,8403.59,77905408,257233488
2023-04-0817:26:52,3.23,217.78,16.7,1.67,29.35,28.97,0,0.02,16.16,313.83,0,0,64671340,133277752,1.68,319.37,2420.1,8192.06,77905592,257234096
2023-04-0817:31:49,3.23,216.44,16.68,1.66,31.7,31.35,0,0.08,16.03,313.71,0,0,64671340,133277752,1.65,317.96,2582.9,8705.56,77905824,257234864
2023-04-0817:36:38,3.23,219.03,16.68,1.67,30.37,30.01,0,0.11,15.94,313.63,0,0,64671340,133277752,1.65,320.5,2537.4,8620.51,77906040,257235616
2023-04-0817:41:39,3.23,219.52,16.72,1.71,27.48,27.08,0,0.09,15.81,313.48,0,0,64671340,133277752,1.69,321.14,2313.2,7873.37,77906240,257236288
2023-04-0817:46:40,3.23,217.44,16.7,1.7,30.57,30.2,0,0.03,15.71,313.39,0,0,64671340,133277752,1.66,318.93,2493.5,8429.52,77906440,257236976
2023-04-0817:51:41,3.22,216.1,16.7,1.69,32.63,32.3,0,0.02,15.65,313.27,0,0,64671340,133277752,1.66,317.72,2606.3,8777.57,77906648,257237680
2023-04-0817:56:38,3.22,218.45,16.7,1.69,30.89,30.51,0,0.06,15.51,313.16,0,0,64671340,133277752,1.66,319.66,2537.4,8597.59,77906864,257238400
2023-04-0818:01:39,3.23,219.18,16.72,1.71,26.17,25.76,0,0.09,15.44,313.06,0,0,64671340,133277752,1.71,320.77,2215.3,7531.53,77907048,257239040
2023-04-0818:06:40,3.23,217.35,16.72,1.7,30.38,30,0,0,15.32,312.94,0,0,64671340,133277752,1.69,318.96,2410,8147.87,77907248,257239712
2023-04-0818:11:41,3.23,220.89,16.72,1.72,19.75,19.27,0,0.02,15.2,312.77,0,0,64671340,133277752,1.71,322.64,2086.9,7136.23,77907448,257240400
2023-04-0818:16:37,3.23,218.45,16.72,1.7,25.2,24.78,0,0.06,15.09,312.7,0,0,64671340,133277752,1.68,319.84,2165.4,7341.31,77907616,257240976
2023-04-0818:21:38,3.23,219.03,16.7,1.67,27.91,27.51,0,0.04,14.99,312.54,0,0,64671340,133277752,1.64,320.52,2341.4,7955.37,77907808,257241616
2023-04-0818:26:51,3.23,219.15,16.7,1.67,27.51,27.09,0,0.05,14.84,312.42,0,0,64671340,133277752,1.65,320.81,2322.5,7898.05,77907992,257242224
2023-04-0818:31:48,3.23,218.27,16.7,1.67,27.84,27.45,0,0,14.74,312.33,0,0,64671340,133277752,1.65,319.84,2331.9,7906.74,77908200,257242944
2023-04-0818:36:42,3.23,217.78,16.71,1.66,27.87,27.46,0,0.06,14.6,312.17,0,0,64671340,133277752,1.62,319.16,2322.5,7859.08,77908392,257243584
2023-04-0818:41:38,3.23,219.46,16.7,1.6,29.1,28.71,0,0.04,14.46,312,0,0,64671340,133277752,1.57,320.94,2451,8340.9,77908592,257244256
2023-04-0818:46:39,3.23,218.82,16.7,1.6,29.89,29.51,0,0,14.36,311.9,0,0,64671340,133277752,1.57,320.39,2461.5,8362.33,77908800,257244976
2023-04-0818:51:40,3.24,217.17,16.71,1.59,30.98,30.6,0,0.06,14.23,311.78,0,0,64671340,133277752,1.55,318.85,2482.7,8394.62,77909000,257245648
2023-04-0818:56:42,3.24,218.67,16.71,1.57,29.06,28.66,0,0.03,14.13,311.68,0,0,64671340,133277752,1.52,320.26,2399.9,8151.35,77909200,257246336
2023-04-0819:01:38,3.24,218.39,16.71,1.55,29.24,28.85,0,0,14,311.53,0,0,64671340,133277752,1.51,319.84,2399.9,8140.96,77909400,257247008
2023-04-0819:06:39,3.25,218.27,16.71,1.55,28.37,27.97,0,0,13.9,311.44,0,0,64671340,133277752,1.52,319.88,2322.5,7879.63,77909600,257247696
2023-04-0819:11:40,3.25,219.89,16.71,1.53,25.73,25.3,0,0,13.79,311.33,0,0,64671340,133277752,1.5,321.74,2258.8,7708.74,77909800,257248368
2023-04-0819:16:41,3.25,218.36,16.72,1.57,24.82,24.38,0,0,13.66,311.18,0,0,64671340,133277752,1.52,320.06,1913.6,6496.06,77909984,257248992
2023-04-0819:21:37,3.25,218.09,16.7,1.47,28.8,28.39,0,0.01,13.55,311.11,0,0,64671340,133277752,1.45,319.44,2410,8166.81,77910176,257249664
2023-04-0819:26:50,3.25,218.91,16.72,1.45,27.42,27.02,0,0.06,13.45,310.97,0,0,64671340,133277752,1.41,320.7,2304,7839.54,77910360,257250272
2023-04-0819:31:47,3.25,217.75,16.71,1.43,28.78,28.38,0,0,13.37,310.82,0,0,64671340,133277752,1.37,319.26,2399.9,8130.62,77910568,257250992
2023-04-0819:36:41,3.25,218.3,16.71,1.39,28.66,28.25,0,0,13.25,310.76,0,0,64671340,133277752,1.35,319.79,2399.9,8144.7,77910768,257251664
2023-04-0819:41:42,3.26,218.73,16.72,1.39,28.37,27.97,0,0.05,13.1,310.61,0,0,64671340,133277752,1.35,320.17,2370.3,8053.92,77910968,257252352
2023-04-0819:46:38,3.25,218.76,16.7,1.35,30.49,30.14,0,0.08,13.03,310.5,0,0,64671340,133277752,1.33,320.33,2504.3,8514.21,77911168,257253024
